timestamp,price,returns,split
2024-01-01 00:00:00,100.0,0.0,train
2024-01-01 01:00:00,99.73347139765764,-0.0026652860234236933,train
2024-01-01 02:00:00,101.03536927058252,0.013053770762013849,train
2024-01-01 03:00:00,104.12307048655573,0.03056059712816051,train
2024-01-01 04:00:00,103.64586742678473,-0.004583067494466719,train
2024-01-01 05:00:00,103.1708854535341,-0.004582739138983611,train
2024-01-01 06:00:00,106.43977823198877,0.03168425631014783,train
2024-01-01 07:00:00,108.0841338573832,0.015448694583058175,train
2024-01-01 08:00:00,107.08008762332881,-0.009289487718699044,train
2024-01-01 09:00:00,108.25274317225318,0.010951200871719293,train
2024-01-01 10:00:00,107.2602437169403,-0.009168353856249246,train
2024-01-01 11:00:00,106.27188400382846,-0.009214595071405138,train
2024-01-01 12:00:00,106.7967869213722,0.004939245431320682,train
2024-01-01 13:00:00,102.72082294787253,-0.03816560489315596,train
2024-01-01 14:00:00,99.18739544470333,-0.034398356650260656,train
2024-01-01 15:00:00,98.08187747391881,-0.011145750584819454,train
2024-01-01 16:00:00,96.10487810473795,-0.020156622406688477,train
2024-01-01 17:00:00,96.71850262442457,0.006384946651905478,train
2024-01-01 18:00:00,94.97171989606024,-0.01806048151042422,train
2024-01-01 19:00:00,92.29863883742215,-0.028146074026705832,train
2024-01-01 20:00:00,95.01341642900995,0.029412975378431083,train
2024-01-01 21:00:00,94.59388221749428,-0.004415526009730713,train
2024-01-01 22:00:00,94.7310967065282,0.0014505640937584768,train
2024-01-01 23:00:00,92.0412106519861,-0.028394963724269136,train
2024-01-02 00:00:00,91.04830187258482,-0.010787654490503654,train
2024-01-02 01:00:00,91.25939297141994,0.0023184517941973216,train
2024-01-02 02:00:00,89.16773940692583,-0.022919871548446057,train
2024-01-02 03:00:00,89.84665904077742,0.007613960366913439,train
2024-01-02 04:00:00,88.77633611508482,-0.011912773798376101,train
2024-01-02 05:00:00,88.26730370120998,-0.005733874995865536,train
2024-01-02 06:00:00,87.21391002596654,-0.011934132244587939,train
2024-01-02 07:00:00,90.4535198755056,0.03714556369017876,train
2024-01-02 08:00:00,90.43814779777122,-0.00016994449475867841,train
2024-01-02 09:00:00,88.53404326614637,-0.021054218579118007,train
2024-01-02 10:00:00,89.99936120720282,0.01655089824206378,train
2024-01-02 11:00:00,87.81085817069831,-0.024316872999420446,train
2024-01-02 12:00:00,88.18644908687509,0.004277271900095109,train
2024-01-02 13:00:00,84.7389407396519,-0.03909340247759551,train
2024-01-02 14:00:00,82.49643305594914,-0.026463720977968612,train
2024-01-02 15:00:00,82.82948969457851,0.004037224717382471,train
2024-01-02 16:00:00,84.06110884309838,0.014869331599908208,train
2024-01-02 17:00:00,84.35762310873,0.00352736562379941,train
2024-01-02 18:00:00,84.17094258666329,-0.002212965647764811,train
2024-01-02 19:00:00,83.67247604344038,-0.005922073911785775,train
2024-01-02 20:00:00,81.20661137467036,-0.02947043980734855,train
2024-01-02 21:00:00,80.0456098581795,-0.014296884167894174,train
2024-01-02 22:00:00,79.31617219224935,-0.009112775419195751,train
2024-01-02 23:00:00,81.00104157992925,0.021242444524378314,train
2024-01-03 00:00:00,81.56581047130642,0.006972365791369228,train
2024-01-03 01:00:00,78.69789106904116,-0.035160803107254675,train
2024-01-03 02:00:00,79.21585535656115,0.0065816793878959,train
2024-01-03 03:00:00,78.61368449758014,-0.007601645608326331,train
2024-01-03 04:00:00,77.55723921479942,-0.013438440006119176,train
2024-01-03 05:00:00,78.51379342383395,0.012333525776817357,train
2024-01-03 06:00:00,80.14059847376271,0.02071999044991902,train
2024-01-03 07:00:00,81.64127945546386,0.018725602382323972,train
2024-01-03 08:00:00,80.27914773666257,-0.016684350464452772,train
2024-01-03 09:00:00,79.79070953137695,-0.0060842475170242915,train
2024-01-03 10:00:00,80.32732348699986,0.006725268628071279,train
2024-01-03 11:00:00,81.90261479939903,0.019610902542447184,train
2024-01-03 12:00:00,81.1258926003982,-0.0094834847569058,train
2024-01-03 13:00:00,80.83277018563567,-0.0036131795332763426,train
2024-01-03 14:00:00,79.05229104861102,-0.022026699480120565,train
2024-01-03 15:00:00,77.16893879369385,-0.023824132481613417,train
2024-01-03 16:00:00,78.43069079670589,0.01635051644788396,train
2024-01-03 17:00:00,80.56595071232464,0.02722480057141646,train
2024-01-03 18:00:00,80.45797602927527,-0.001340202431606677,train
2024-01-03 19:00:00,82.08086634374192,0.020170657957840482,train
2024-01-03 20:00:00,82.68274239511662,0.007332720500952683,train
2024-01-03 21:00:00,81.6242052596758,-0.012802395092102486,train
2024-01-03 22:00:00,82.22234026188106,0.007327912110168279,train
2024-01-03 23:00:00,84.75978181397086,0.030860731329319383,train
2024-01-04 00:00:00,84.70752564698789,-0.0006165207821990308,train
2024-01-04 01:00:00,87.36673825161782,0.031392873116280126,train
2024-01-04 02:00:00,82.79790322954366,-0.05229490208179489,train
2024-01-04 03:00:00,84.1672191002942,0.016538050087504478,train
2024-01-04 04:00:00,84.32216601549304,0.0018409413647634246,train
2024-01-04 05:00:00,83.82633928317787,-0.0058801470093173495,train
2024-01-04 06:00:00,83.98856131684124,0.0019352155307100461,train
2024-01-04 07:00:00,80.65829909986483,-0.039651378292017855,train
2024-01-04 08:00:00,80.31199771311422,-0.004293437756750239,train
